곡 세부 장르 리스트,발매일,앨범 명,앨범 ID,아티스트 ID 리스트,곡 제목,곡 장르 리스트,아티스트 리스트,곡 ID,대분류str
"['GN2601', 'GN0501', 'GN0504', 'GN0509']",20170903,KM,10093076,[247994],퍽이나 (KIRARA Remix),"['GN0500', 'GN2600']",['파블로프'],479815,GN0500 GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20150420,나에게만 특별했던,2314652,[682071],나에게만 특별했던,"['GN0500', 'GN2600']",['레미'],168978,GN0500 GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20180714,Damn Rules,10184950,[993296],Do It Like Me,"['GN0500', 'GN2600']",['YESEO (예서)'],362590,GN0500 GN2600
"['GN2601', 'GN0501', 'GN2602', 'GN0504', 'GN0509']",20100805,Foundation Vol.2 - Summer,990252,[401280],African Red Devils (Original Worldcup Mix),"['GN0500', 'GN2600']",['운진'],491568,GN0500 GN2600
"['GN2601', 'GN2603']",20100623,Instant Gallery,934151,[479940],"Wink (With 프라임, 정은)",['GN2600'],['뉴뉴'],490648,GN2600
['GN2601'],20170811,Bright Light,10087121,[1866474],Bright Light (Radio Edit),['GN2600'],['하우스트리'],298655,GN2600
['GN2601'],20101119,아니,1083909,[448403],아니,['GN2600'],['젤리터치'],625701,GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20180115,MOMOM (몸마음),10128821,"[757777, 956660]",MOMOM (몸마음),"['GN0500', 'GN2600']","['오혁', 'CIFIKA']",348646,GN0500 GN2600
"['GN2601', 'GN2603', 'GN2602']",20041125,Clazziquai Project Remix `ZBAM`,43611,[107725],Come To Me (Mellotron Remix / Radio Edit),['GN2600'],['클래지콰이'],187090,GN2600
"['GN2601', 'GN2602']",20161104,Paradise,10012331,[1183484],Paradise,['GN2600'],['Melodic Tune'],620624,GN2600
"['GN0508', 'GN0501', 'GN2603', 'GN0504', 'GN2601']",20090820,"Imperfect, I`mperfect",637652,[261097],Xasquatch (사스콰치),"['GN0500', 'GN2600']",['EE'],689425,GN0500 GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20161128,Actress,10018631,[318167],Actress,"['GN0500', 'GN2600']",['해오'],565173,GN0500 GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20190423,Instant karma,10276755,[1459081],Machine,"['GN0500', 'GN2600']",['JOONIE'],498729,GN0500 GN2600
"['GN2601', 'GN0509', 'GN0504', 'GN0501']",20180301,Always with you,10143218,[714499],Always with you,"['GN0500', 'GN2600']",['아슬 (Aseul)'],330611,GN0500 GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20190428,"아, 이 어지러움",10278895,[719755],멀미,"['GN0500', 'GN2600']",['위아더나잇 (We Are The Night)'],116475,GN0500 GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20151023,ground part 1,2646394,[32221],만월,"['GN0500', 'GN2600']",['캐스커'],212602,GN0500 GN2600
"['GN2601', 'GN2602']",20150914,AWAKEN,2639951,[896122],JAKU,['GN2600'],['3PR2'],270601,GN2600
"['GN2601', 'GN2602']",20161005,SWATCH,10003183,[870275],SWATCH,['GN2600'],['TOYO'],435269,GN2600
"['GN2601', 'GN0509', 'GN0504', 'GN0501']",20200418,중독,10418850,[2299644],중독,"['GN0500', 'GN2600']",['whychan (와이찬)'],540756,GN0500 GN2600
"['GN2601', 'GN0501', 'GN2602', 'GN0504', 'GN0509']",20160122,The Moment (순간),2663339,[944125],The Moment (순간) (Feat. Da Young),"['GN0500', 'GN2600']",['럭스마틴'],355908,GN0500 GN2600
"['GN2601', 'GN2602']",20180521,New Delhi,10168452,[1627102],New Delhi (Original Mix),['GN2600'],['Tigger & Giovani'],603924,GN2600
"['GN2601', 'GN2603']",20100730,Magic Television,982752,[177521],Michael Vs Jackson (Feat. 사파이어),['GN2600'],['하우스룰즈 (House Rulez)'],331723,GN2600
"['GN2601', 'GN2602']",20180516,Nobody,10167132,"[895942, 46694]",Nobody (Radio Edit),['GN2600'],"['Max4U, PressONe', 'Flash Finger (플래시핑거)']",638916,GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20120118,Behind The Eyes,2066868,[529100],Let It Flow,"['GN0500', 'GN2600']",['구골플렉스'],148757,GN0500 GN2600
"['GN2601', 'GN2602']",20121024,Space 1010 (Darwin & Backwall Remix),2159026,[672488],Space 1010 (Darwin & Backwall Remix),['GN2600'],['Massive Ditto'],134673,GN2600
"['GN2601', 'GN0509', 'GN2603', 'GN0504', 'GN0501']",20191201,Classy,10359118,[2019865],아른 (Wave),"['GN0500', 'GN2600']",['UZA&SHANE'],366297,GN0500 GN2600
['GN2601'],20100614,Lovinstru Part.2 : Silly,916451,[473641],벚꽃,['GN2600'],['사운드롬'],276679,GN2600
"['GN2601', 'GN2603']",20131031,사랑의 단상 Chapter 4 : You And Me Song,2213559,"[743254, 167004]",Top Model,['GN2600'],"['박형섭', '인스턴트 로맨틱 플로어']",506777,GN2600
"['GN2601', 'GN2603']",20140107,Bienvenue Retro Craft,2224681,[749536],Modern Times,['GN2600'],['Retro Craft'],28968,GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20180715,1999,10184951,[103486],Symmetry (Feat. 전소현),"['GN0500', 'GN2600']",['피터팬 컴플렉스'],236409,GN0500 GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20161226,`3`,10025835,[791847],니가 궁금해,"['GN0500', 'GN2600']",['2winsome (투윈썸)'],132992,GN0500 GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20150210,Developpe,2303844,[790047],잔상,"['GN0500', 'GN2600']",['아진 (Azin)'],223394,GN0500 GN2600
"['GN2601', 'GN2603']",20090903,"Hard Disk, Almost Forgotten",651251,[248143],생각이난다 (Mellow),['GN2600'],['Rb Free Code Combination'],567787,GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20161221,Man Ray System,10024802,[882050],Man Ray System,"['GN0500', 'GN2600']",['75A'],524208,GN0500 GN2600
"['GN2601', 'GN2603']",20090519,"정재형의 Promenade, 느리게 걷다",568058,[1965],연인 (Sugang`s Theme),['GN2600'],['정재형'],486335,GN2600
['GN2601'],20190110,Behind the scene,10240771,[536442],Behind the scene,['GN2600'],['N66'],268799,GN2600
"['GN2601', 'GN2603', 'GN2602']",20070904,Mojito,357611,[177521],My Fantastic Black Hat,['GN2600'],['하우스룰즈 (House Rulez)'],679802,GN2600
"['GN2601', 'GN2602']",20170109,신데렐라,10029164,[1382130],"신데렐라 (Feat. 노라조, 차정아)",['GN2600'],['행오버 (HANG5VA)'],77757,GN2600
['GN2601'],20140217,Let The Show Begin,2233375,[757220],Let The Show Begin,['GN2600'],['Freak Beat'],344064,GN2600
"['GN0508', 'GN0501', 'GN2603', 'GN0504', 'GN2601']",20040518,The Beginning Of Fortune - 행운의 시작,34691,[108576],꿈,"['GN0500', 'GN2600']",['포츈쿠키'],268751,GN0500 GN2600
"['GN2601', 'GN0601', 'GN2603']",20130820,New Kid In Town,2196325,[714466],별을 쫓는 아이,"['GN2600', 'GN0600']",['W&JAS'],409965,GN2600 GN0600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20120928,Cliche,2151582,[520620],Leather,"['GN0500', 'GN2600']",['Glen Check'],275965,GN0500 GN2600
"['GN2601', 'GN2602']",20151019,Zzang Zzang Man The Remixes,2645340,[783377],짱짱맨 (Speck Remix) (Feat. 크리스피 크런치),['GN2600'],['FBTA'],169983,GN2600
"['GN2601', 'GN0501', 'GN0504', 'GN0509']",20190305,HBRTRX Vol.2,10256678,[761196],Sub Zero,"['GN0500', 'GN2600']",['JNS'],639695,GN0500 GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20130610,Up And Down,2188149,[668253],Up And Down (Feat. 손승연),"['GN0500', 'GN2600']",['스멜스 (Smells)'],527138,GN0500 GN2600
"['GN2601', 'GN2602']",20170516,젤리츄,10062279,[959882],젤리츄 (Chew & Chuu),['GN2600'],['달콤상큼짜릿'],299928,GN2600
"['GN2601', 'GN0501', 'GN0504', 'GN0509']",20170331,A Dance Song (For The Loner),10050630,[1627826],A Dance Song (For The Loner),"['GN0500', 'GN2600']",['성한'],505432,GN0500 GN2600
"['GN2601', 'GN0509', 'GN0504', 'GN0501']",20180627,FOCUS,10178937,[2019870],모든걸 기억 해 (Feat. Lokid),"['GN0500', 'GN2600']",['UZA (우자)'],670009,GN0500 GN2600
"['GN2601', 'GN2603', 'GN2602']",20150805,2 Much,2333010,[868073],2 Much (Feat. 지석),['GN2600'],['Luveda'],272077,GN2600
"['GN2601', 'GN0509', 'GN2603', 'GN0504', 'GN0501']",20120228,Romantic Blue,2086726,[230357],Fall In Love,"['GN0500', 'GN2600']",['크리스탈 레인'],686894,GN0500 GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20190605,Night Greetings,10293762,[544250],Oskar,"['GN0500', 'GN2600']",['박소유'],76770,GN0500 GN2600
"['GN2601', 'GN2603']",20190724,So Addicted to You,10310492,[741936],너 없는 밤,['GN2600'],['신유미'],673126,GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20111115,Bits Of Universe,2034047,[6504],보고 싶어,"['GN0500', 'GN2600']",['아스트로 비츠'],138700,GN0500 GN2600
['GN2601'],20171019,Lounge Bar Select Shop Music 1 (Vocal Mix) : 라운지 바 편집샵 매장 음악 1 (감각적인 일렉트로닉 음악),10103370,[1957263],Golden Lounge (Vocal Mix),['GN2600'],['J One Sound (제이원 사운드)'],306268,GN2600
['GN2601'],20140605,We Got The World (Feat. Hani),2259480,[633071],We Got The World (Feat. Hani),['GN2600'],['R.Tee'],43205,GN2600
"['GN2601', 'GN2602']",20170414,붕가댄스 (Bunga Dance),10054946,[432760],붕가댄스 (Original Mix),['GN2600'],['터보트로닉 (Turbotronic)'],532709,GN2600
['GN2601'],20181015,ADE Sampler 2018,10211849,"[775795, 1865900, 46694]",Xenon (Original Mix),['GN2600'],"['Avalanche', 'Osher Z.', 'Flash Finger (플래시핑거)']",210899,GN2600
"['GN2601', 'GN2503', 'GN2501', 'GN2602']",20151027,4 Walls - The 4th Album,2646918,[428501],Rude Love,"['GN2600', 'GN2500']",['f(x)'],702363,GN2600 GN2500
['GN2601'],20080313,First Collection,373285,[217908],Scent Of Rain,['GN2600'],['써드코스트'],86393,GN2600
"['GN0508', 'GN0501', 'GN0504', 'GN2601']",20040729,아름다운 비행 Part 1,35261,[107607],별,"['GN0500', 'GN2600']",['비행선'],204551,GN0500 GN2600
"['GN1502', 'GN1501', 'GN2603']",20120828,577 프로젝트 OST,2148036,[12014],It`s The Love (Feat. 뵤른 Of MDS),"['GN2600', 'GN1500']",['김정범'],447600,GN2600 GN1500
['GN2601'],20141213,Banging The DJ,2295092,[792530],Banging The DJ,['GN2600'],['DJ Coozz'],312355,GN2600
"['GN2601', 'GN2602']",20200104,투유프로젝트 - 슈가맨3 EPISODE.5,10371670,[467060],아빠와 함께 뚜비뚜바 (EDM Ver.),['GN2600'],['UV'],403416,GN2600
"['GN2601', 'GN0501', 'GN2603', 'GN0504', 'GN0509']",20170118,59-10,10032044,"[230398, 1383480]",59-10,"['GN0500', 'GN2600']","['나비', '덤']",153290,GN0500 GN2600
"['GN2601', 'GN2602']",20140205,What!,2230607,"[46694, 755048]",What! (Original Mix),['GN2600'],"['Flash Finger (플래시핑거)', 'Nicole Chen (니콜첸)']",495430,GN2600
"['GN2601', 'GN0501', 'GN0504', 'GN0509']",20170424,온스테이지 334번째 키라라 (KIRARA),10056821,[774181],Ct16041 + Ct16031 (온스테이지 Ver.),"['GN0500', 'GN2600']",['KIRARA (키라라)'],92041,GN0500 GN2600
"['GN2601', 'GN0501', 'GN0504', 'GN0509']",20151125,"청도, Old Town & New Town",2652706,[574293],"靑島 (청도), Old Town","['GN0500', 'GN2600']",['Rainbow99'],670598,GN0500 GN2600
"['GN2601', 'GN2603', 'GN2602']",20050922,Color Your Soul,307554,[107725],Salesman,['GN2600'],['클래지콰이'],589190,GN2600
"['GN2601', 'GN0508', 'GN2603', 'GN0504', 'GN0501']",20090618,철갑혹성 (New Edition),589353,[32221],Skip,"['GN0500', 'GN2600']",['캐스커'],501789,GN0500 GN2600
"['GN2601', 'GN0501', 'GN0504', 'GN0509']",20140804,Passport,2271476,[780878],Youth Hostel,"['GN0500', 'GN2600']",['COMPASS'],45052,GN0500 GN2600
"['GN2601', 'GN2602']",20140730,Tours,2270674,[484441],Bullock,['GN2600'],['IDIOTAPE (이디오테잎)'],224182,GN2600
['GN2601'],20170811,세이예스 (Say Yes),10086966,[432760],세이예스 (Original Edit),['GN2600'],['터보트로닉 (Turbotronic)'],629561,GN2600
['GN2701'],20191206,Lucky Star,10361093,"[1953802, 946795]",Lucky Star,['GN2700'],"['Adaptiv', 'Mingue']",245102,GN2700
"['GN2704', 'GN1101']",20121218,Spinnin` Records Vol.3 (스피닝레코드 볼륨 3),2170466,[354694],A Night In (EDC Orlando Anthem 2012),"['GN2700', 'GN1100']",['R3hab'],180205,GN2700 GN1100
"['GN1104', 'GN2704', 'GN1102', 'GN1101']",20160122,Wild Youth,2663335,[426626],Someone Else (Feat. Dan Reynolds),"['GN2700', 'GN1100']",['Steve Angello'],625889,GN2700 GN1100
"['GN2704', 'GN1104', 'GN1103', 'GN1101']",20090721,Heaven,2048767,[534141],Heaven (Belocca Dub) (16bit),"['GN2700', 'GN1100']",['Quintino'],169315,GN2700 GN1100
['GN2701'],20190322,Fat Beat (Download Ver.),10264310,"[729055, 713330]",Fat Beat,['GN2700'],"['Will Sparks', 'Danny Avila']",364038,GN2700
"['GN2701', 'GN2702', 'GN2703', 'GN1104', 'GN1103', 'GN1101']",20181130,What Is Love? (Deluxe),10167445,[721670],Should&#39;ve Known Better (feat. Anne-Marie),"['GN2700', 'GN1100']",['Clean Bandit'],139844,GN2700 GN1100
"['GN2701', 'GN2702', 'GN2703', 'GN1103']",20190911,Broken Heart,10327383,[2746112],Broken Heart (Original Mix),"['GN2700', 'GN1100']",['M4G'],482179,GN2700 GN1100
"['GN2701', 'GN2702', 'GN2703', 'GN1104', 'GN1103', 'GN1101']",20180417,Crowd Control,10158379,[2136800],Crowd Control,"['GN2700', 'GN1100']",['Hun Aswalt'],522984,GN2700 GN1100
"['GN1104', 'GN2704', 'GN1102', 'GN1101']",20150909,Soundclash,2639200,"[721454, 729059, 46112]",Prison Riot,"['GN2700', 'GN1100']","['Flosstradamus', 'GTA', 'Lil Jon']",520805,GN2700 GN1100
"['GN2704', 'GN1101']",20121121,Take Over Control (Maxi Single),2167601,[518460],Take Over Control (Feat. Eva Simons) (Extended Vocal Mix),"['GN2700', 'GN1100']",['Afrojack'],365776,GN2700 GN1100
"['GN1104', 'GN2704', 'GN1102', 'GN1101']",20140114,Last Chance (Remixes),2226394,"[180940, 673970]",Last Chance (Clockwork Remix),"['GN2700', 'GN1100']","['Kaskade', 'Project 46']",655786,GN2700 GN1100
"['GN1104', 'GN2704', 'GN1101']",20121023,Until Now,2159207,"[481260, 461563]",Miami 2 Ibiza (Extended Vocal Mix),"['GN2700', 'GN1100']","['Swedish House Mafia', 'Tinie Tempah']",154656,GN2700 GN1100
"['GN2701', 'GN2703', 'GN2704']",20181214,End Of The Night (Danny Avila Club Mix),10232398,[713330],End Of The Night (Danny Avila Club Mix),['GN2700'],['Danny Avila'],706821,GN2700
"['GN2704', 'GN1104', 'GN1103', 'GN1101']",20141103,Zonnewind,2292090,[785866],Zonnewind (Original Mix),"['GN2700', 'GN1100']",['Zonderling'],510755,GN2700 GN1100
"['GN1103', 'GN1104', 'GN2704', 'GN1101']",20160513,Sweet Lovin` (Feat. Bryn Christopher) (EP),2684520,[906939],Sweet Lovin` (Feat. Bryn Christopher) (Extended Mix),"['GN2700', 'GN1100']",['Sigala'],258139,GN2700 GN1100
"['GN1104', 'GN2704', 'GN1101']",20161026,Breakbeat Junkie,10009336,[243157],Breakbeat Junkie (Original Mix),"['GN2700', 'GN1100']",['Showtek'],208211,GN2700 GN1100
"['GN2701', 'GN2703', 'GN1104', 'GN1101']",20180504,Sound Advice (Chapter One),10163759,"[483964, 730537]",There Will Be Angels,"['GN2700', 'GN1100']","['Ben Gold', 'Audrey Gallagher']",285320,GN2700 GN1100
"['GN2701', 'GN2702', 'GN2703', 'GN1103']",20190906,Snacks (Supersize),10325679,[872840],All 4 U,"['GN2700', 'GN1100']",['Jax Jones'],305712,GN2700 GN1100
"['GN1104', 'GN2704', 'GN1101']",20150327,A State Of Trance 2015,2311197,[43122],Together (In A State Of Trance) (Intro Radio Edit),"['GN2700', 'GN1100']",['Armin Van Buuren'],447330,GN2700 GN1100
"['GN1104', 'GN2701', 'GN2703', 'GN2704', 'GN1101']",20180806,Our Origin,10191034,"[43122, 2113412]",Our Origin (Extended Mix),"['GN2700', 'GN1100']","['Armin Van Buuren', 'Shapov']",438279,GN2700 GN1100
"['GN2704', 'GN1102', 'GN1101']",20170519,Tired (Feat. Gavin James),10063207,[943471],Tired (Feat. Gavin James),"['GN2700', 'GN1100']",['Alan Walker'],449285,GN2700 GN1100
"['GN2701', 'GN2702', 'GN2703', 'GN1104', 'GN1103', 'GN1101']",20180321,I Will Find You,10149632,[9518],I Will Find You,"['GN2700', 'GN1100']",['Yaro'],541370,GN2700 GN1100
['GN1101'],20191018,What Can We Do (A Deeper Love),10342642,[32887],What Can We Do (A Deeper Love),['GN2700'],['Tiesto'],73890,GN2700
"['GN2701', 'GN2703']",20200117,LUCKY (feat. Tay Money),10377096,[1957541],LUCKY (feat. Tay Money),['GN2700'],['BLVK JVCK'],362249,GN2700
"['GN1103', 'GN1104', 'GN2704', 'GN1101']",20120702,Kick Out The Epic Motherf**ker (Vocal Ver.),2136598,[230999],Kick Out The Epic Motherf**ker (Datsik Remix),"['GN2700', 'GN1100']",['Dada Life'],579894,GN2700 GN1100
"['GN2701', 'GN2702', 'GN2703', 'GN1104', 'GN1103', 'GN1101']",20180821,Talk To Me Remixes,10195532,[443720],Talk To Me (Mr. Belt & Wezol Remix),"['GN2700', 'GN1100']",['Goldfish'],331967,GN2700 GN1100
"['GN2704', 'GN1104', 'GN1103', 'GN1101']",20150916,Ragga,2640231,"[896340, 896342]",Ragga (Radio Edit),"['GN2700', 'GN1100']","['Bolier', 'Lvndscape']",573894,GN2700 GN1100
['GN2701'],20191115,DEADTHEALBUM,10356238,[634931],Too Good,['GN2700'],['Breathe Carolina'],64779,GN2700
['GN2701'],20200410,Peligrosa (Mimosas),10417553,"[838543, 2758473]",Peligrosa (Mimosas),['GN2700'],"['Matoma', 'LATENIGHTJIGGY']",585049,GN2700
"['GN2704', 'GN1104', 'GN1103', 'GN1101']",20150106,Promesses (Remixes),2297997,[735469],Promesses (Feat. Kaleem Taylor) (Pep & Rash Remix),"['GN2700', 'GN1100']",['Tchami'],651794,GN2700 GN1100
"['GN2701', 'GN2702', 'GN2703', 'GN1104', 'GN1103', 'GN1101']",20180309,Bare Brass,10146436,"[642275, 1956858]",Bare Brass,"['GN2700', 'GN1100']","['Dirty Secretz', 'Tom Da Lips']",182905,GN2700 GN1100
"['GN2701', 'GN2703', 'GN1104', 'GN1101']",20180409,Black Hole Trance Music 03-18,10155881,"[750960, 1814158]",Thunderstorm (Extended Mix),"['GN2700', 'GN1100']","['Sam Laxton', 'Noire Lee']",516636,GN2700 GN1100
"['GN2704', 'GN2701', 'GN2702', 'GN2703', 'GN1103']",20181219,Drop It Down (Feat. Vasin),10234264,[455266],Drop It Down (Feat. Vasin),"['GN2700', 'GN1100']",['Sidney Samson'],198700,GN2700 GN1100
"['GN2704', 'GN1101']",20171229,Like A Riddle (Remixes),10125646,[858144],Like A Riddle (Damien N-Drix Remix) (Feat. Hearts & Colors & Adam Trigger),"['GN2700', 'GN1100']",['Felix Jaehn'],12106,GN2700 GN1100
"['GN2704', 'GN1104', 'GN1103', 'GN1101']",20170120,Calling On You,10032621,[625015],Calling On You (Feat. Jake Reese) (Club Mix),"['GN2700', 'GN1100']",['Lucas & Steve'],299347,GN2700 GN1100
"['GN1104', 'GN2704', 'GN1102', 'GN1101']",20160527,Don`t Let Me Down (Feat. Daya) (Remixes 2),2687306,[713297],Don`t Let Me Down (Feat. Daya) (W&W Remix),"['GN2700', 'GN1100']",['The Chainsmokers'],437030,GN2700 GN1100
"['GN1103', 'GN1104', 'GN2704', 'GN1101']",20130930,Toolroom Knights Mixed By Dannic,2225497,[717702],Bring The Funk,"['GN2700', 'GN1100']",['Dannic'],212374,GN2700 GN1100
"['GN2704', 'GN1101']",20190215,Spaceship (feat. Uffie) [Fourth Co. Remix],10254695,[743961],Spaceship (feat. Uffie) [Fourth Co. Remix],"['GN2700', 'GN1100']",['Galantis'],691830,GN2700 GN1100
"['GN2704', 'GN1104', 'GN1103', 'GN1101']",20181012,Sunrise,10212329,[783931],Sensational,"['GN2700', 'GN1100']",['Sam Feldt'],410744,GN2700 GN1100
"['GN2701', 'GN2703']",20190531,SO HIGH,10292305,[1625144],SO HIGH,['GN2700'],['BONNIE X CLYDE'],360244,GN2700
"['GN1103', 'GN1104', 'GN2704', 'GN1101']",20160825,Sublime,2706604,"[575741, 356500]",Sublime,"['GN2700', 'GN1100']","['Ferreck Dawn', 'Joe Stone']",620867,GN2700 GN1100
"['GN2701', 'GN2703']",20190904,Sundown,10324772,[2744774],Sundown,['GN2700'],['Tariq Creque'],168028,GN2700
"['GN2701', 'GN2702', 'GN2703', 'GN1104', 'GN1103', 'GN1101']",20180413,Letcha Body Go,10165972,[2139157],Letcha Body Go,"['GN2700', 'GN1100']",['Ray Mang'],112499,GN2700 GN1100
"['GN2701', 'GN2702', 'GN2703', 'GN1103']",20190820,I Found U,10318764,"[2205378, 2742942]",I Found U,"['GN2700', 'GN1100']","['Alex Martura', 'Curt Powell']",400924,GN2700 GN1100
"['GN2701', 'GN2702', 'GN2703', 'GN1104', 'GN1103', 'GN1101']",20180810,Sex You Up (ManCub x Ray J),10193542,"[1847750, 28610]",Sex You Up (ManCub x Ray J) (Feat. Rich The Kid),"['GN2700', 'GN1100']","['ManCub', 'Ray J']",170709,GN2700 GN1100
"['GN1104', 'GN2704', 'GN1102', 'GN1101']",20150420,It Feels (Remixes),2314579,[568312],It Feels (Boehm Remix Radio Edit),"['GN2700', 'GN1100']",['Nervo'],82436,GN2700 GN1100
"['GN2701', 'GN2702', 'GN2703', 'GN2704', 'GN1103']",20181130,Down By The River (feat. Emy Perez),10227575,[1079811],Down By The River (feat. Emy Perez),"['GN2700', 'GN1100']",['MOWE'],137360,GN2700 GN1100
"['GN2701', 'GN2702', 'GN2703', 'GN1103']",20190807,Dreaming Of You (Dave Winnel Sunset Remix),10315223,[2635628],Dreaming Of You (Dave Winnel Sunset Remix),"['GN2700', 'GN1100']",['Harlem Dance Club'],147186,GN2700 GN1100
"['GN2701', 'GN2702', 'GN2703', 'GN1103']",20190725,Until We Die (Feat. Next To Neon),10310581,[1865687],Until We Die (Feat. Next To Neon),"['GN2700', 'GN1100']",['WATEVA'],611910,GN2700 GN1100
"['GN2704', 'GN1104', 'GN1103', 'GN1101']",20160229,Takeover,2669728,"[472922, 722153]",Takeover (Extended Mix),"['GN2700', 'GN1100']","['Sandro Silva', 'Arston']",286832,GN2700 GN1100
"['GN2701', 'GN2702', 'GN2703', 'GN1103']",20190927,Teleport,10332662,[1139354],Teleport,"['GN2700', 'GN1100']",['A5ura'],576697,GN2700 GN1100
"['GN2704', 'GN1104', 'GN1103', 'GN1101']",20160401,Get There,2676709,[752168],Get There,"['GN2700', 'GN1100']",['Paris Blohm'],498473,GN2700 GN1100
"['GN1104', 'GN2704', 'GN1101']",20160617,No Money (Remixes) (Part 2),2691654,[743961],No Money (Curbi Remix),"['GN2700', 'GN1100']",['Galantis'],627693,GN2700 GN1100
"['GN2701', 'GN2702', 'GN2703', 'GN1103']",20190906,Post Malone (feat. RANI) [GATT&#220;SO Remix],10326255,[783931],Post Malone (feat. RANI) [GATT&#220;SO Remix],"['GN2700', 'GN1100']",['Sam Feldt'],33136,GN2700 GN1100
"['GN2701', 'GN2702', 'GN2703', 'GN1103']",20190628,Good Time (feat. Lola Rhodes),10300599,"[2241617, 2083590]",Good Time (feat. Lola Rhodes),"['GN2700', 'GN1100']","['Nexeri', 'Max Oazo']",323468,GN2700 GN1100
"['GN2704', 'GN1104', 'GN1103', 'GN1101']",20160919,My Way,2711235,[227229],My Way,"['GN2700', 'GN1100']",['Calvin Harris'],162056,GN2700 GN1100
"['GN2701', 'GN2703', 'GN1104', 'GN2704', 'GN1101']",20180407,You Got Me Runnin`,10155481,[413003],You Got Me Runnin`,"['GN2700', 'GN1100']",['Fedde Le Grand'],258260,GN2700 GN1100
"['GN1104', 'GN2704', 'GN1101']",20130612,Captcha,2188509,"[417484, 368646]",Captcha (Radio Edit),"['GN2700', 'GN1100']","['Beltek', 'Morgan Page']",118205,GN2700 GN1100
